Transaction_ID,Customer_ID,Transaction_Date,Category,Unit_Price,Quantity,Total_Amount,Payment_Method,City,Gender,Age
TXN_0536,CUST_098,2024-05-25,Électronique,5096.89,3,15290.67,Virement,Marrakech,F,23
TXN_0537,CUST_199,2024-11-11,Maison,3909.76,3,11729.28,Carte Bancaire,Marrakech,M,63
TXN_0538,CUST_183,2024-06-08,Alimentation,624.37,2,1248.74,Virement,Marrakech,F,35
TXN_0539,CUST_095,2024-12-14,Mode,1462.37,1,1462.37,Livraison,Fès,F,55
TXN_0540,CUST_125,2024-02-12,Maison,2635.57,2,5271.14,Livraison,Tanger,M,34
TXN_0541,CUST_148,2024-09-10,Mode,979.84,3,2939.52,Carte Bancaire,Casablanca,M,56
TXN_0542,CUST_007,2024-05-09,Maison,3747.99,1,3747.99,Livraison,Tanger,M,53
TXN_0543,CUST_181,2024-02-29,Alimentation,1584.05,2,3168.1,Livraison,Fès,M,53
TXN_0544,CUST_170,2024-05-30,Maison,1318.03,2,2636.06,Carte Bancaire,Casablanca,M,44
TXN_0545,CUST_093,2024-10-13,Électronique,3355.87,2,6711.74,Livraison,Agadir,F,23
TXN_0546,CUST_079,2024-01-05,Alimentation,1120.16,1,1120.16,Virement,Rabat,F,47
TXN_0547,CUST_050,2024-09-22,Mode,1061.86,2,2123.72,Livraison,Tanger,M,52
TXN_0548,CUST_096,2024-12-10,Alimentation,1522.45,1,1522.45,Livraison,Fès,M,23
TXN_0549,CUST_008,2024-05-09,Mode,638.96,1,638.96,Carte Bancaire,Fès,M,62
TXN_0550,CUST_170,2024-09-23,Mode,1679.44,3,5038.32,Livraison,Casablanca,M,44
TXN_0551,CUST_007,2024-06-26,Mode,1177.04,3,3531.12,Carte Bancaire,Tanger,M,53
TXN_0552,CUST_067,2024-09-09,Beauté,339.07,1,339.07,Livraison,Rabat,M,44
TXN_0553,CUST_186,2024-02-25,Alimentation,296.69,1,296.69,Virement,Rabat,M,52
TXN_0554,CUST_142,2024-03-23,Alimentation,660.85,1,660.85,Livraison,Casablanca,M,49
TXN_0555,CUST_051,2024-04-08,Maison,3160.28,1,3160.28,Carte Bancaire,Marrakech,F,57
TXN_0556,CUST_047,2024-05-28,Alimentation,923.19,1,923.19,Carte Bancaire,Casablanca,M,31
TXN_0557,CUST_001,2024-11-24,Maison,3098.56,1,3098.56,Livraison,Marrakech,F,61
TXN_0558,CUST_136,2024-06-04,Maison,2812.87,2,5625.74,Livraison,Rabat,M,65
TXN_0559,CUST_009,2024-07-08,Maison,3867.71,3,11603.13,Virement,Tanger,M,55
TXN_0560,CUST_109,2024-09-19,Alimentation,196.67,2,393.34,Virement,Casablanca,M,33
TXN_0561,CUST_194,2024-03-20,Électronique,8219.78,2,16439.56,Livraison,Rabat,M,56
TXN_0562,CUST_023,2024-09-08,Alimentation,86.36,1,86.36,Carte Bancaire,Marrakech,M,44
TXN_0563,CUST_181,2024-04-06,Électronique,384.22,4,1536.88,Carte Bancaire,Fès,M,53
TXN_0564,CUST_198,2024-09-16,Beauté,1165.84,3,3497.52,Carte Bancaire,Marrakech,M,61
TXN_0565,CUST_011,2024-09-16,Alimentation,1099.06,3,3297.18,Carte Bancaire,Marrakech,F,50
TXN_0566,CUST_179,2024-04-12,Électronique,2978.8,3,8936.4,Livraison,Casablanca,F,70
TXN_0567,CUST_106,2024-02-09,Électronique,700.56,4,2802.24,Livraison,Marrakech,M,66
TXN_0568,CUST_184,2024-09-29,Maison,1665.19,2,3330.38,Livraison,Casablanca,M,40
TXN_0569,CUST_116,2024-04-10,Maison,653.26,1,653.26,Carte Bancaire,Casablanca,F,31
TXN_0570,CUST_129,2024-12-24,Alimentation,1055.57,2,2111.14,Livraison,Marrakech,M,50
TXN_0571,CUST_113,2024-11-03,Électronique,6945.44,3,20836.32,Carte Bancaire,Fès,M,42
TXN_0572,CUST_173,2024-08-08,Alimentation,704.4,3,2113.2,Carte Bancaire,Marrakech,M,18
TXN_0573,CUST_142,2024-11-03,Alimentation,824.26,2,1648.52,Virement,Casablanca,M,49
TXN_0574,CUST_106,2024-05-03,Maison,2736.08,1,2736.08,Carte Bancaire,Marrakech,M,66
TXN_0575,CUST_175,2024-08-18,Maison,2957.84,2,5915.68,Livraison,Casablanca,F,63
TXN_0576,CUST_046,2024-06-26,Alimentation,711.47,4,2845.88,Carte Bancaire,Marrakech,M,26
TXN_0577,CUST_033,2024-03-03,Électronique,6378.55,2,12757.1,Virement,Marrakech,F,43
TXN_0578,CUST_034,2024-04-25,Beauté,803.47,2,1606.94,Livraison,Marrakech,F,20
TXN_0579,CUST_068,2024-07-09,Alimentation,116.49,1,116.49,Carte Bancaire,Tanger,F,64
TXN_0580,CUST_046,2024-03-02,Maison,2363.98,2,4727.96,Livraison,Marrakech,M,26
TXN_0581,CUST_186,2024-09-12,Électronique,3115.9,3,9347.7,Virement,Rabat,M,52
TXN_0582,CUST_022,2024-01-07,Alimentation,589.76,2,1179.52,Virement,Casablanca,F,45
TXN_0583,CUST_137,2024-06-03,Électronique,6145.83,3,18437.49,Carte Bancaire,Tanger,F,43
TXN_0584,CUST_038,2024-04-01,Alimentation,349.17,2,698.34,Virement,Tanger,F,30
TXN_0585,CUST_178,2024-01-14,Beauté,191.99,2,383.98,Virement,Marrakech,F,51
TXN_0586,CUST_193,2024-08-16,Alimentation,229.6,1,229.6,Virement,Fès,F,38
TXN_0587,CUST_095,2024-03-26,Électronique,3684.25,2,7368.5,Livraison,Fès,F,55
TXN_0588,CUST_177,2024-05-12,Électronique,6855.03,2,13710.06,Livraison,Fès,M,46
TXN_0589,CUST_001,2024-07-01,Alimentation,1534.22,2,3068.44,Livraison,Marrakech,F,61
TXN_0590,CUST_161,2024-03-02,Électronique,4196.82,2,8393.64,Virement,Casablanca,F,22
TXN_0591,CUST_046,2024-08-06,Électronique,3828.06,4,15312.24,Livraison,Marrakech,M,26
TXN_0592,CUST_184,2024-09-02,Mode,773.79,1,773.79,Livraison,Casablanca,M,40
TXN_0593,CUST_001,2024-08-17,Alimentation,991.03,3,2973.09,Livraison,Marrakech,F,61
TXN_0594,CUST_115,2024-03-19,Alimentation,1187.56,1,1187.56,Virement,Agadir,F,58
TXN_0595,CUST_150,2024-05-28,Beauté,1341.64,2,2683.28,Virement,Fès,M,57
TXN_0596,CUST_048,2024-05-17,Électronique,8425.62,1,8425.62,Carte Bancaire,Rabat,F,70
TXN_0597,CUST_038,2024-11-09,Beauté,413.52,2,827.04,Virement,Tanger,F,30
TXN_0598,CUST_016,2024-03-05,Alimentation,559.35,2,1118.7,Livraison,Marrakech,F,59
TXN_0599,CUST_066,2024-01-13,Beauté,1216.14,1,1216.14,Virement,Fès,M,54
TXN_0600,CUST_115,2024-07-31,Maison,946.25,2,1892.5,Livraison,Agadir,F,58
TXN_0601,CUST_024,2024-08-29,Mode,1351.71,4,5406.84,Carte Bancaire,Rabat,F,64
TXN_0602,CUST_076,2024-07-31,Beauté,311.14,1,311.14,Virement,Marrakech,M,68
TXN_0603,CUST_001,2024-06-29,Alimentation,677.58,3,2032.74,Carte Bancaire,Marrakech,F,61
TXN_0604,CUST_161,2024-12-03,Beauté,1208.67,2,2417.34,Virement,Casablanca,F,22
TXN_0605,CUST_025,2024-06-21,Alimentation,440.12,2,880.24,Livraison,Fès,M,60
TXN_0606,CUST_051,2024-06-08,Alimentation,227.39,1,227.39,Livraison,Marrakech,F,57
TXN_0607,CUST_005,2024-06-12,Alimentation,352.13,1,352.13,Carte Bancaire,Agadir,M,45
TXN_0608,CUST_084,2024-07-06,Maison,2092.16,1,2092.16,Livraison,Agadir,F,54
TXN_0609,CUST_167,2024-07-09,Électronique,2407.74,1,2407.74,Carte Bancaire,Fès,M,49
TXN_0610,CUST_080,2024-11-03,Maison,1351.93,1,1351.93,Carte Bancaire,Marrakech,F,45
TXN_0611,CUST_035,2024-09-12,Maison,1795.75,2,3591.5,Carte Bancaire,Fès,F,63
TXN_0612,CUST_149,2024-07-01,Mode,2191.04,3,6573.12,Carte Bancaire,Casablanca,F,69
TXN_0613,CUST_158,2024-04-26,Mode,1014.05,3,3042.15,Virement,Marrakech,M,22
TXN_0614,CUST_034,2024-10-08,Alimentation,1292.22,2,2584.44,Virement,Marrakech,F,20
TXN_0615,CUST_154,2024-07-14,Alimentation,1109.87,1,1109.87,Livraison,Casablanca,F,26
TXN_0616,CUST_188,2024-02-03,Électronique,1259.94,1,1259.94,Virement,Marrakech,F,36
TXN_0617,CUST_034,2024-02-21,Électronique,5343.98,2,10687.96,Carte Bancaire,Marrakech,F,20
TXN_0618,CUST_154,2024-04-21,Électronique,8730.03,1,8730.03,Livraison,Casablanca,F,26
TXN_0619,CUST_139,2024-09-08,Alimentation,911.33,2,1822.66,Virement,Casablanca,F,53
TXN_0620,CUST_096,2024-03-22,Électronique,3524.99,2,7049.98,Virement,Fès,M,23
TXN_0621,CUST_010,2024-08-19,Beauté,107.33,2,214.66,Livraison,Agadir,F,33
TXN_0622,CUST_014,2024-08-14,Maison,2634.09,2,5268.18,Virement,Tanger,M,38
TXN_0623,CUST_170,2024-08-20,Alimentation,802.14,3,2406.42,Carte Bancaire,Casablanca,M,44
TXN_0624,CUST_198,2024-08-08,Maison,3019.08,3,9057.24,Virement,Marrakech,M,61
TXN_0625,CUST_133,2024-02-11,Électronique,745.92,2,1491.84,Carte Bancaire,Tanger,F,49
TXN_0626,CUST_087,2024-01-21,Alimentation,1482.1,3,4446.3,Livraison,Tanger,F,66
TXN_0627,CUST_127,2024-02-11,Maison,1044.07,4,4176.28,Livraison,Marrakech,F,58
TXN_0628,CUST_121,2024-04-22,Alimentation,190.56,2,381.12,Livraison,Marrakech,F,25
TXN_0629,CUST_077,2024-04-14,Alimentation,506.51,2,1013.02,Carte Bancaire,Casablanca,M,62
TXN_0630,CUST_012,2024-07-10,Beauté,760.43,2,1520.86,Virement,Tanger,M,34
TXN_0631,CUST_161,2024-01-17,Beauté,1097.97,4,4391.88,Carte Bancaire,Casablanca,F,22
TXN_0632,CUST_075,2024-04-29,Maison,1710.5,3,5131.5,Livraison,Fès,M,53
TXN_0633,CUST_161,2024-05-08,Maison,1186.27,1,1186.27,Carte Bancaire,Casablanca,F,22
TXN_0634,CUST_047,2024-05-09,Maison,914.73,2,1829.46,Carte Bancaire,Casablanca,M,31
TXN_0635,CUST_001,2024-02-29,Électronique,3185.89,2,6371.78,Livraison,Marrakech,F,61
TXN_0636,CUST_033,2024-02-17,Alimentation,611.91,2,1223.82,Livraison,Marrakech,F,43
TXN_0637,CUST_095,2024-01-29,Électronique,4652.2,1,4652.2,Carte Bancaire,Fès,F,55
TXN_0638,CUST_188,2024-04-06,Alimentation,1269.29,3,3807.87,Carte Bancaire,Marrakech,F,36
TXN_0639,CUST_022,2024-01-10,Maison,3166.04,2,6332.08,Livraison,Casablanca,F,45
TXN_0640,CUST_170,2024-08-29,Électronique,1624.92,3,4874.76,Virement,Casablanca,M,44
TXN_0641,CUST_107,2024-11-09,Beauté,1314.58,3,3943.74,Virement,Casablanca,F,29
TXN_0642,CUST_163,2024-08-19,Beauté,1281.05,3,3843.15,Carte Bancaire,Casablanca,F,43
TXN_0643,CUST_054,2024-10-03,Mode,2033.45,2,4066.9,Livraison,Rabat,M,53
TXN_0644,CUST_167,2024-10-10,Maison,3650.62,2,7301.24,Carte Bancaire,Fès,M,49
TXN_0645,CUST_154,2024-07-21,Mode,824.54,1,824.54,Carte Bancaire,Casablanca,F,26
TXN_0646,CUST_046,2024-09-03,Électronique,5991.3,2,11982.6,Livraison,Marrakech,M,26
TXN_0647,CUST_026,2024-10-16,Mode,214.94,1,214.94,Livraison,Agadir,F,48
TXN_0648,CUST_175,2024-09-20,Électronique,8980.19,2,17960.38,Carte Bancaire,Casablanca,F,63
TXN_0649,CUST_194,2024-08-01,Mode,528.91,1,528.91,Carte Bancaire,Rabat,M,56
TXN_0650,CUST_006,2024-07-18,Électronique,4175.31,1,4175.31,Carte Bancaire,Rabat,M,63
TXN_0651,CUST_142,2024-03-19,Beauté,1163.71,1,1163.71,Virement,Casablanca,M,49
TXN_0652,CUST_184,2024-12-08,Beauté,1253.53,1,1253.53,Virement,Casablanca,M,40
TXN_0653,CUST_170,2024-12-09,Électronique,3321.61,2,6643.22,Carte Bancaire,Casablanca,M,44
TXN_0654,CUST_194,2024-06-21,Alimentation,1588.62,3,4765.86,Carte Bancaire,Rabat,M,56
TXN_0655,CUST_151,2024-03-09,Beauté,350.98,2,701.96,Virement,Rabat,M,59
TXN_0656,CUST_086,2024-03-27,Alimentation,445.82,1,445.82,Virement,Marrakech,F,49
TXN_0657,CUST_059,2024-04-10,Mode,979.26,1,979.26,Livraison,Casablanca,M,18
TXN_0658,CUST_063,2024-01-08,Maison,1575.39,1,1575.39,Carte Bancaire,Rabat,F,56
TXN_0659,CUST_141,2024-11-28,Alimentation,1408.95,1,1408.95,Carte Bancaire,Rabat,M,40
TXN_0660,CUST_147,2024-07-18,Alimentation,1342.55,3,4027.65,Livraison,Casablanca,M,70
TXN_0661,CUST_039,2024-03-27,Électronique,3726.2,1,3726.2,Livraison,Marrakech,F,36
TXN_0662,CUST_175,2024-02-12,Mode,561.23,2,1122.46,Carte Bancaire,Casablanca,F,63
TXN_0663,CUST_139,2024-04-18,Alimentation,421.48,1,421.48,Livraison,Casablanca,F,53
TXN_0664,CUST_116,2024-05-31,Maison,3042.42,1,3042.42,Carte Bancaire,Casablanca,F,31
TXN_0665,CUST_096,2024-01-17,Alimentation,686.99,2,1373.98,Virement,Fès,M,23
TXN_0666,CUST_113,2024-05-12,Maison,3603.43,2,7206.86,Carte Bancaire,Fès,M,42
TXN_0667,CUST_033,2024-05-27,Mode,100.48,1,100.48,Carte Bancaire,Marrakech,F,43
TXN_0668,CUST_039,2024-10-03,Beauté,462.28,1,462.28,Livraison,Marrakech,F,36
TXN_0669,CUST_019,2024-08-19,Alimentation,702.7,2,1405.4,Livraison,Rabat,M,64
TXN_0670,CUST_033,2024-11-09,Mode,2021.5,1,2021.5,Virement,Marrakech,F,43
TXN_0671,CUST_093,2024-12-31,Mode,1872.15,1,1872.15,Livraison,Agadir,F,23
TXN_0672,CUST_108,2024-08-15,Maison,3407.58,4,13630.32,Carte Bancaire,Tanger,M,26
TXN_0673,CUST_004,2024-05-18,Beauté,468.55,2,937.1,Livraison,Agadir,M,37
TXN_0674,CUST_159,2024-07-29,Électronique,1213.29,2,2426.58,Carte Bancaire,Tanger,F,29
TXN_0675,CUST_052,2024-01-28,Électronique,7972.81,2,15945.62,Virement,Rabat,F,59
TXN_0676,CUST_184,2024-02-20,Mode,1658.81,2,3317.62,Carte Bancaire,Casablanca,M,40
TXN_0677,CUST_194,2024-09-17,Alimentation,1566.9,2,3133.8,Livraison,Rabat,M,56
TXN_0678,CUST_037,2024-09-17,Mode,452.41,2,904.82,Carte Bancaire,Fès,F,43
TXN_0679,CUST_094,2024-12-15,Beauté,583.94,2,1167.88,Livraison,Casablanca,M,28
TXN_0680,CUST_001,2024-12-17,Électronique,3850.47,1,3850.47,Virement,Marrakech,F,61
TXN_0681,CUST_122,2024-01-08,Beauté,605.25,2,1210.5,Virement,Tanger,M,47
TXN_0682,CUST_123,2024-11-15,Alimentation,354.96,2,709.92,Carte Bancaire,Tanger,M,50
TXN_0683,CUST_046,2024-05-17,Maison,853.83,3,2561.49,Carte Bancaire,Marrakech,M,26
TXN_0684,CUST_115,2024-02-07,Maison,3831.72,2,7663.44,Virement,Agadir,F,58
TXN_0685,CUST_046,2024-04-20,Beauté,803.37,2,1606.74,Virement,Marrakech,M,26
TXN_0686,CUST_034,2024-08-07,Électronique,3608.01,1,3608.01,Carte Bancaire,Marrakech,F,20
TXN_0687,CUST_127,2024-12-02,Alimentation,1294.72,2,2589.44,Livraison,Marrakech,F,58
TXN_0688,CUST_066,2024-08-10,Maison,1600.2,1,1600.2,Carte Bancaire,Fès,M,54
TXN_0689,CUST_119,2024-05-15,Mode,352.76,2,705.52,Virement,Agadir,M,39
TXN_0690,CUST_085,2024-09-12,Maison,1456.08,1,1456.08,Carte Bancaire,Rabat,F,41
TXN_0691,CUST_197,2024-12-25,Électronique,6005.27,2,12010.54,Carte Bancaire,Marrakech,F,35
TXN_0692,CUST_032,2024-11-24,Alimentation,587.97,1,587.97,Virement,Rabat,M,28
TXN_0693,CUST_095,2024-02-18,Alimentation,1190.92,2,2381.84,Carte Bancaire,Fès,F,55
TXN_0694,CUST_134,2024-10-18,Mode,241.97,3,725.91,Livraison,Rabat,F,44
TXN_0695,CUST_080,2024-11-19,Alimentation,718.42,1,718.42,Livraison,Marrakech,F,45
TXN_0696,CUST_195,2024-03-18,Électronique,4089.89,2,8179.78,Carte Bancaire,Casablanca,F,56
TXN_0697,CUST_141,2024-04-14,Beauté,299.44,2,598.88,Livraison,Rabat,M,40
TXN_0698,CUST_128,2024-06-17,Électronique,5904.45,1,5904.45,Livraison,Marrakech,F,63
TXN_0699,CUST_150,2024-08-04,Beauté,995.53,3,2986.59,Carte Bancaire,Fès,M,57
TXN_0700,CUST_190,2024-04-28,Maison,390.36,1,390.36,Livraison,Marrakech,F,45
TXN_0701,CUST_184,2024-07-08,Mode,1620.46,2,3240.92,Virement,Casablanca,M,40
TXN_0702,CUST_141,2024-09-11,Alimentation,959.11,2,1918.22,Virement,Rabat,M,40
TXN_0703,CUST_148,2024-09-22,Électronique,740.73,2,1481.46,Carte Bancaire,Casablanca,M,56
TXN_0704,CUST_031,2024-05-28,Mode,2050.5,2,4101.0,Carte Bancaire,Tanger,F,26
TXN_0705,CUST_022,2024-06-12,Mode,1004.13,1,1004.13,Carte Bancaire,Casablanca,F,45
TXN_0706,CUST_116,2024-05-19,Mode,350.2,1,350.2,Carte Bancaire,Casablanca,F,31
TXN_0707,CUST_005,2024-12-12,Électronique,7360.77,3,22082.31,Livraison,Agadir,M,45
TXN_0708,CUST_097,2024-09-14,Mode,1176.02,2,2352.04,Livraison,Fès,M,33
TXN_0709,CUST_039,2024-09-25,Mode,832.55,3,2497.65,Carte Bancaire,Marrakech,F,36
TXN_0710,CUST_071,2024-06-29,Maison,2021.77,3,6065.31,Carte Bancaire,Agadir,F,59
TXN_0711,CUST_155,2024-06-08,Mode,887.13,3,2661.39,Livraison,Rabat,F,18
TXN_0712,CUST_188,2024-12-16,Mode,1404.79,2,2809.58,Livraison,Marrakech,F,36
TXN_0713,CUST_013,2024-10-14,Maison,569.7,2,1139.4,Carte Bancaire,Fès,F,27
TXN_0714,CUST_111,2024-10-14,Électronique,8476.43,3,25429.29,Livraison,Tanger,F,25
TXN_0715,CUST_179,2024-08-13,Alimentation,1345.57,2,2691.14,Carte Bancaire,Casablanca,F,70
TXN_0716,CUST_016,2024-01-11,Électronique,5909.14,1,5909.14,Virement,Marrakech,F,59
TXN_0717,CUST_163,2024-01-10,Alimentation,1302.33,3,3906.99,Virement,Casablanca,F,43
TXN_0718,CUST_073,2024-09-27,Alimentation,1396.96,3,4190.88,Carte Bancaire,Tanger,F,49
TXN_0719,CUST_063,2024-09-29,Électronique,8600.18,2,17200.36,Carte Bancaire,Rabat,F,56
TXN_0720,CUST_196,2024-07-01,Alimentation,170.62,1,170.62,Livraison,Marrakech,F,52
TXN_0721,CUST_039,2024-06-01,Électronique,1532.6,2,3065.2,Carte Bancaire,Marrakech,F,36
TXN_0722,CUST_135,2024-11-10,Mode,1609.31,3,4827.93,Livraison,Fès,F,57
TXN_0723,CUST_161,2024-11-29,Beauté,309.51,3,928.53,Virement,Casablanca,F,22
TXN_0724,CUST_007,2024-05-03,Électronique,4401.26,1,4401.26,Livraison,Tanger,M,53
TXN_0725,CUST_132,2024-04-23,Beauté,496.5,1,496.5,Virement,Tanger,M,20
TXN_0726,CUST_189,2024-10-04,Maison,1106.88,3,3320.64,Livraison,Fès,F,58
TXN_0727,CUST_025,2024-07-31,Alimentation,1131.92,2,2263.84,Carte Bancaire,Fès,M,60
TXN_0728,CUST_182,2024-06-20,Électronique,5495.9,2,10991.8,Virement,Casablanca,M,52
TXN_0729,CUST_121,2024-10-14,Alimentation,292.78,4,1171.12,Carte Bancaire,Marrakech,F,25
TXN_0730,CUST_124,2024-06-22,Mode,332.27,1,332.27,Livraison,Casablanca,M,36
TXN_0731,CUST_124,2024-04-22,Maison,1370.23,2,2740.46,Carte Bancaire,Casablanca,M,36
TXN_0732,CUST_055,2024-05-01,Électronique,5319.28,1,5319.28,Carte Bancaire,Tanger,M,25
TXN_0733,CUST_186,2024-02-01,Électronique,3732.86,2,7465.72,Virement,Rabat,M,52
TXN_0734,CUST_188,2024-08-09,Alimentation,712.04,3,2136.12,Carte Bancaire,Marrakech,F,36
TXN_0735,CUST_125,2024-04-28,Alimentation,913.85,2,1827.7,Virement,Tanger,M,34
TXN_0736,CUST_157,2024-02-08,Électronique,3175.14,4,12700.56,Virement,Casablanca,M,18
TXN_0737,CUST_124,2024-09-24,Alimentation,692.16,2,1384.32,Virement,Casablanca,M,36
TXN_0738,CUST_097,2024-08-20,Mode,174.74,2,349.48,Livraison,Fès,M,33
TXN_0739,CUST_129,2024-01-18,Beauté,749.38,1,749.38,Livraison,Marrakech,M,50
TXN_0740,CUST_115,2024-05-28,Alimentation,869.81,2,1739.62,Virement,Agadir,F,58
TXN_0741,CUST_122,2024-05-28,Beauté,1133.34,2,2266.68,Carte Bancaire,Tanger,M,47
TXN_0742,CUST_157,2024-05-05,Alimentation,1594.72,1,1594.72,Livraison,Casablanca,M,18
TXN_0743,CUST_096,2024-10-28,Alimentation,285.53,2,571.06,Livraison,Fès,M,23
TXN_0744,CUST_007,2024-12-25,Électronique,1316.05,2,2632.1,Livraison,Tanger,M,53
TXN_0745,CUST_034,2024-08-25,Maison,3263.98,3,9791.94,Livraison,Marrakech,F,20
TXN_0746,CUST_086,2024-05-14,Beauté,1058.7,2,2117.4,Carte Bancaire,Marrakech,F,49
TXN_0747,CUST_141,2024-05-30,Maison,3520.63,2,7041.26,Livraison,Rabat,M,40
TXN_0748,CUST_120,2024-08-23,Alimentation,1106.69,1,1106.69,Virement,Casablanca,F,55
TXN_0749,CUST_127,2024-08-11,Maison,1314.5,1,1314.5,Carte Bancaire,Marrakech,F,58
TXN_0750,CUST_096,2024-07-21,Électronique,3647.33,2,7294.66,Virement,Fès,M,23
TXN_0751,CUST_124,2024-09-12,Beauté,935.65,2,1871.3,Livraison,Casablanca,M,36
TXN_0752,CUST_067,2024-03-26,Alimentation,681.92,1,681.92,Virement,Rabat,M,44
TXN_0753,CUST_095,2024-05-29,Alimentation,282.17,3,846.51,Livraison,Fès,F,55
TXN_0754,CUST_146,2024-08-22,Maison,3455.99,3,10367.97,Virement,Casablanca,F,60
TXN_0755,CUST_176,2024-12-10,Maison,3450.34,2,6900.68,Carte Bancaire,Casablanca,F,52
TXN_0756,CUST_085,2024-01-22,Électronique,1631.42,1,1631.42,Virement,Rabat,F,41
TXN_0757,CUST_008,2024-12-13,Maison,3093.91,3,9281.73,Carte Bancaire,Fès,M,62
TXN_0758,CUST_034,2024-10-11,Électronique,6662.42,2,13324.84,Virement,Marrakech,F,20
TXN_0759,CUST_005,2024-09-25,Mode,2188.09,3,6564.27,Virement,Agadir,M,45
TXN_0760,CUST_127,2024-09-14,Mode,588.73,3,1766.19,Carte Bancaire,Marrakech,F,58
TXN_0761,CUST_067,2024-01-29,Mode,213.04,3,639.12,Carte Bancaire,Rabat,M,44
TXN_0762,CUST_113,2024-07-31,Maison,714.78,2,1429.56,Virement,Fès,M,42
TXN_0763,CUST_098,2024-10-09,Maison,2807.74,1,2807.74,Carte Bancaire,Marrakech,F,23
TXN_0764,CUST_015,2024-02-19,Électronique,2037.71,2,4075.42,Virement,Marrakech,F,55
TXN_0765,CUST_082,2024-04-04,Mode,498.74,2,997.48,Carte Bancaire,Casablanca,F,69
TXN_0766,CUST_043,2024-03-28,Électronique,715.37,3,2146.11,Carte Bancaire,Casablanca,M,32
TXN_0767,CUST_082,2024-02-13,Alimentation,321.28,1,321.28,Virement,Casablanca,F,69
TXN_0768,CUST_039,2024-10-04,Alimentation,1522.9,1,1522.9,Livraison,Marrakech,F,36
TXN_0769,CUST_167,2024-06-19,Électronique,5060.82,3,15182.46,Virement,Fès,M,49
TXN_0770,CUST_034,2024-07-07,Maison,3788.34,3,11365.02,Carte Bancaire,Marrakech,F,20
TXN_0771,CUST_193,2024-12-18,Électronique,5438.02,3,16314.06,Livraison,Fès,F,38
TXN_0772,CUST_082,2024-07-02,Mode,181.81,3,545.43,Livraison,Casablanca,F,69
TXN_0773,CUST_168,2024-01-03,Alimentation,1416.99,2,2833.98,Livraison,Marrakech,M,21
TXN_0774,CUST_125,2024-07-09,Électronique,7872.83,2,15745.66,Livraison,Tanger,M,34
TXN_0775,CUST_142,2024-04-27,Maison,2777.78,3,8333.34,Livraison,Casablanca,M,49
TXN_0776,CUST_153,2024-01-19,Électronique,5277.44,2,10554.88,Livraison,Agadir,F,54
TXN_0777,CUST_101,2024-01-23,Électronique,3240.23,2,6480.46,Carte Bancaire,Fès,F,58
TXN_0778,CUST_113,2024-01-30,Maison,1426.72,1,1426.72,Virement,Fès,M,42
TXN_0779,CUST_106,2024-10-21,Électronique,7266.5,2,14533.0,Carte Bancaire,Marrakech,M,66
TXN_0780,CUST_119,2024-04-17,Mode,922.8,2,1845.6,Livraison,Agadir,M,39
TXN_0781,CUST_006,2024-10-07,Électronique,4954.45,1,4954.45,Carte Bancaire,Rabat,M,63
TXN_0782,CUST_080,2024-05-07,Électronique,897.67,1,897.67,Livraison,Marrakech,F,45
TXN_0783,CUST_123,2024-08-16,Mode,1785.04,2,3570.08,Virement,Tanger,M,50
TXN_0784,CUST_122,2024-04-20,Alimentation,1458.7,1,1458.7,Carte Bancaire,Tanger,M,47
TXN_0785,CUST_158,2024-05-15,Électronique,5179.48,1,5179.48,Carte Bancaire,Marrakech,M,22
TXN_0786,CUST_128,2024-12-27,Alimentation,1587.13,2,3174.26,Carte Bancaire,Marrakech,F,63
TXN_0787,CUST_198,2024-07-04,Électronique,8190.56,3,24571.68,Livraison,Marrakech,M,61
TXN_0788,CUST_051,2024-05-23,Mode,816.61,2,1633.22,Virement,Marrakech,F,57
TXN_0789,CUST_073,2024-03-12,Alimentation,396.64,1,396.64,Carte Bancaire,Tanger,F,49
TXN_0790,CUST_077,2024-05-08,Mode,1032.79,1,1032.79,Virement,Casablanca,M,62
TXN_0791,CUST_095,2024-12-29,Beauté,294.06,2,588.12,Carte Bancaire,Fès,F,55
TXN_0792,CUST_165,2024-09-17,Alimentation,620.27,2,1240.54,Livraison,Agadir,M,27
TXN_0793,CUST_046,2024-01-03,Beauté,806.63,3,2419.89,Virement,Marrakech,M,26
TXN_0794,CUST_155,2024-04-13,Alimentation,1097.21,2,2194.42,Carte Bancaire,Rabat,F,18
TXN_0795,CUST_082,2024-08-11,Beauté,204.55,3,613.65,Livraison,Casablanca,F,69
TXN_0796,CUST_122,2024-11-15,Électronique,3687.55,1,3687.55,Carte Bancaire,Tanger,M,47
TXN_0797,CUST_126,2024-12-27,Maison,2077.23,2,4154.46,Carte Bancaire,Marrakech,F,63
TXN_0798,CUST_076,2024-12-19,Alimentation,815.38,1,815.38,Carte Bancaire,Marrakech,M,68
TXN_0799,CUST_105,2024-01-10,Alimentation,715.95,4,2863.8,Carte Bancaire,Casablanca,M,43
TXN_0800,CUST_082,2024-10-28,Maison,2636.04,2,5272.08,Livraison,Casablanca,F,69
